CreatedDateTime,UserPrincipalName,IpAddress,AppDisplayName,ClientAppUsed,UserAgent,DeviceDetail.deviceId,CorrelationId,ResultType,Status.errorCode,Status.failureReason,Status.additionalDetails,RiskLevelAggregated,RiskState,RiskDetail,Location.countryOrRegion,Location.state,Location.city,ConditionalAccessStatus,AuthenticationRequirement,MfaDetail.authMethod,MfaDetail.authDetail,ResourceDisplayName,TenantId,UserId,SignInEventTypes,AppliedConditionalAccessPolicies,AuthenticationDetails
2025-12-15T04:02:00Z,svc.backup@evilcorp.com,83.45.12.34,Graph Explorer,Browser,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,3e0192b6-5527-4019-9e93-355fa2b8d891,50074,50074,Account is locked.,StrongAuthenticationRequired,low,confirmedSafe,anonymousIPAddress,FR,Île-de-France,Paris,unknown,none,FIDO2,,Microsoft Graph,68211b3e-983a-432d-9c06-408bf2a4fb0e,bd1a842e-cac6-446e-9398-30eec0913a2f,interactiveUser,"[{""id"": ""39d80b29-6338-418b-9c17-f18ec024edf7"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}, {""id"": ""726dc1b6-1ae8-46a9-a23c-f58ccf3da9f8"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""failure""}, {""id"": ""457e7b28-491e-4f88-a653-050189978e39"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-09T17:42:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
2025-12-12T21:41:00Z,alice@evilcorp.com,83.45.12.34,Microsoft Teams,Mobile Apps and Desktop clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,22fa42df-23f4-4ba6-a9b9-f10d124e7eae,0,0,,,low,confirmedSafe,passwordSpray,FR,Île-de-France,Paris,notApplied,multiFactorAuthentication,FIDO2,OTP,Office 365 Exchange Online,80509a5b-34b2-4fef-98d5-87b5a2ca9da8,551934ab-3969-43f0-a8f2-f00225556671,interactiveUser,"[{""id"": ""d5fea53e-2a15-443c-8173-d038c4f30e9d"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-08T20:04:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T23:09:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": true}]"
2025-12-21T11:21:00Z,bob@evilcorp.com,83.45.12.34,Exchange Online,Other clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,a8264754-eb79-4e70-aab6-15b062d14a92,50074,50074,MFA required.,StrongAuthenticationRequired,high,remediated,passwordSpray,FR,Île-de-France,Paris,notApplied,multiFactorAuthentication,SMS,,Microsoft Graph,ac63e2b0-f1fd-4630-8deb-08a2db9dbf41,034a932d-4165-44aa-9e15-d09d34cf3707,interactiveUser,"[{""id"": ""5a6b34e4-f31d-4f84-8033-d47a13bd87e6"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-10T04:10:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-10T03:02:00Z"", ""authenticationMethod"": ""Microsoft Authenticator"", ""authenticationMethodDetail"": ""Push"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
2025-12-11T21:25:00Z,bob@evilcorp.com,83.45.12.33,Azure Portal,IMAP4,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),a46d20b5-d929-48d1-884e-5b441638d620,c093e220-468c-417f-82a9-524c7757e994,50074,50074,Token issuer anomaly detected.,StrongAuthenticationRequired,medium,remediated,tokenIssuerAnomaly,NL,North Holland,Amsterdam,success,singleFactorAuthentication,SMS,OTP,Office 365 Exchange Online,34cb3488-15e8-41e1-a1dc-fe8aa9e3dc00,d7ef1577-f343-42dc-9d5b-98f383eeb740,interactiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-09T18:56:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T12:29:00Z"", ""authenticationMethod"": ""Microsoft Authenticator"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
2025-12-31T05:34:00Z,cfo@evilcorp.com,83.45.12.33,Graph Explorer,Browser,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),be766599-c7a8-40fa-825d-7a06dee356a2,435ae1e6-0058-4e37-8e83-6a8baec694ff,50074,50074,Invalid username or password.,InvalidGrant,none,none,none,ES,Catalonia,Barcelona,notApplied,singleFactorAuthentication,FIDO2,OTP,Office 365 Exchange Online,9a846607-35a6-4fd3-9ece-40e8709ddc61,d63b191c-e85d-4681-ad5f-1c9c893296b0,interactiveUser,"[{""id"": ""c1f75b52-80f9-4250-acb3-63902e45bbc6"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""failure""}, {""id"": ""74acb6ed-0469-461f-87ce-6025a69bd587"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""e4f6fde8-8677-4053-9917-0b34fadd5515"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-08T04:36:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
2026-01-03T15:01:00Z,bob@evilcorp.com,83.45.12.33,SharePoint Online,IMAP4,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),,0cb044d2-c981-429a-b8b8-fa7d51a6cacb,50053,50053,Account is locked.,StrongAuthenticationRequired,high,atRisk,impossibleTravel,ES,Madrid,Madrid,notApplied,multiFactorAuthentication,Authenticator,,SharePoint,82f249d4-428a-490d-ad01-9ca7ca20b768,4a7387bb-6172-473b-bf09-53c5d4dfdcab,interactiveUser,"[{""id"": ""d0f551c9-f851-47fb-9c26-77de80814e53"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-10T03:38:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
2026-01-03T00:56:00Z,it.admin@evilcorp.com,185.199.110.42,Microsoft 365 Admin Center,POP3,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),d38d5a48-b19e-4e73-bdfe-4eead87ef8d9,33e0fc86-0ddd-4bd5-b283-885d1131c76a,0,0,,,none,none,none,ES,Catalonia,Barcelona,unknown,multiFactorAuthentication,,Security Key,Microsoft Graph,5f38a10b-b208-4639-be4a-c6d9cef53b17,e393caef-86e4-438c-96dc-55fb42765ed2,interactiveUser,"[{""id"": ""f1e57cfa-edbe-46a6-919f-f6f85217a34a"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""failure""}, {""id"": ""5c62e901-0a2c-468f-8c31-0d54ed21eb6d"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""a5b6b47b-94c8-4481-8ce8-26cef00b8892"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-07T07:04:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-08T20:00:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""Security Key"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
2026-01-04T03:10:00Z,alice@evilcorp.com,185.199.110.42,Exchange Online,POP3,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,c48eb72b-4cfe-4e98-bd2f-8fdc07f0e083,0,0,,,low,atRisk,impossibleTravel,ES,Madrid,Madrid,unknown,none,SMS,,Office 365 Exchange Online,31104241-bcc1-4191-8129-93353a59896b,21774abc-2734-4c68-8a71-e450b3f381fb,interactiveUser,"[{""id"": ""2edf6110-c1a7-4194-a899-7de1b932429b"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""failure""}, {""id"": ""c220ba0c-14fb-4391-9e29-c5deb2ee2019"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-07T22:23:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-07T06:59:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": false}]"
2025-12-13T15:06:00Z,bob@evilcorp.com,83.45.12.33,Azure Portal,Browser,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),20cacaad-1edc-4d99-8bc2-4c496ba3e414,bb9e802f-8526-49b1-8433-4b47d04e2f30,0,0,,,none,none,none,US,Virginia,Ashburn,failure,multiFactorAuthentication,,Security Key,Microsoft Graph,b3b053e2-da5f-4d54-bb05-91e11680c6a4,330238fc-c1f2-42ef-bba4-3b73fb949ecb,interactiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-09T08:23:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
2025-12-29T13:12:00Z,it.admin@evilcorp.com,185.199.110.42,Microsoft 365 Admin Center,IMAP4,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),805a5a2a-8081-43c6-92eb-e1c735878137,fbad4136-49db-4779-a2b0-44ec9024671e,0,0,,,none,none,none,ES,Madrid,Madrid,unknown,multiFactorAuthentication,FIDO2,Security Key,SharePoint,2f5b6bb8-a6b6-4f80-af96-9d6a9cc4e520,019ec8ff-1a50-4885-9818-561317a8aa79,interactiveUser,"[{""id"": ""479fa127-cc55-4c9a-9f04-abe42a027003"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}, {""id"": ""b29a9715-c630-43fa-bc97-2f008340d266"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""success""}, {""id"": ""42385ca7-87ca-4c01-b146-2f3c8984100c"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-10T05:16:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
2025-12-23T13:18:00Z,it.admin@evilcorp.com,83.45.12.33,Graph Explorer,Mobile Apps and Desktop clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,37d621de-e98b-47d0-b4c6-187a99f7a4e5,662c9726-75e3-4d9f-a5a6-6947f3acf9af,50076,50076,User did not complete MFA.,InvalidGrant,low,atRisk,anonymousIPAddress,FR,Île-de-France,Paris,success,singleFactorAuthentication,SMS,OTP,Microsoft Graph,251e4bbf-048d-4dbf-806f-b6d952e58d25,04411713-607d-452f-b91b-6a4179ed1da8,interactiveUser,"[{""id"": ""1cc58ab0-4bdf-4c4e-91a7-1af33bffd4a0"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""success""}, {""id"": ""7d35cd3d-ad58-4665-8713-6c9feafb5049"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""c037cfba-161a-4e41-9297-16801064200e"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-09T03:32:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
2025-12-19T18:48:00Z,cfo@evilcorp.com,20.190.128.12,SharePoint Online,Browser,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),30dfb4a9-282f-4f02-b270-a06e8dbc3f65,330ab2a8-1320-4953-8e92-94f890742f99,50053,50053,MFA required.,MFARequired,none,none,none,US,Virginia,Ashburn,unknown,none,,,Microsoft Graph,9ee6cb25-76f0-4e5f-bb01-c1b941624408,086018c8-c253-4328-947b-825d584d6253,interactiveUser,"[{""id"": ""eebc30b3-eee5-4bf4-8601-7288447b5460"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""success""}, {""id"": ""5a2557db-44be-4af9-b2d2-9b6af0f18ee6"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}, {""id"": ""1bf0d409-9436-4ef3-a101-d972ec5491c1"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-08T12:25:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]"
