CreatedDateTime,UserPrincipalName,IpAddress,AppDisplayName,ClientAppUsed,UserAgent,DeviceDetail.deviceId,CorrelationId,ResultType,Status.errorCode,Status.failureReason,Status.additionalDetails,RiskLevelAggregated,RiskState,RiskDetail,Location.countryOrRegion,Location.state,Location.city,ConditionalAccessStatus,AuthenticationRequirement,MfaDetail.authMethod,MfaDetail.authDetail,ResourceDisplayName,TenantId,UserId,SignInEventTypes,AppliedConditionalAccessPolicies,AuthenticationDetails,ServicePrincipalId,ServicePrincipalName,ManagedIdentityId
2025-12-12T04:49:00Z,alice@evilcorp.com,83.45.12.34,SharePoint Online,IMAP4,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,,eef70826-0555-47cb-a000-7aa6f2b16e06,0,0,,,none,none,none,US,Virginia,Ashburn,success,multiFactorAuthentication,SMS,Push,Microsoft Graph,39aa60da-71dc-4bbd-be46-42f2e21faf79,c65784fd-b0a5-4d89-aba4-f9eba77fe0f2,nonInteractiveUser,"[{""id"": ""9a377518-35d6-4b88-8df7-168bedab9d80"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""success""}, {""id"": ""88130847-b04d-4dd8-8d41-0c196d645500"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa""], ""result"": ""success""}, {""id"": ""513ef52d-cb19-4270-ab95-f2c8beb3f896"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-07T10:13:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T05:27:00Z"", ""authenticationMethod"": ""Microsoft Authenticator"", ""authenticationMethodDetail"": ""Push"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": true}]",9d8dd6a3-54c0-4d12-8654-d3072836d7bc,svc-backup,
2025-12-24T03:36:00Z,svc.backup@evilcorp.com,2.139.88.10,Graph Explorer,Exchange ActiveSync,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,715e6706-0dee-4bd0-945e-947dc25dad5d,0e72a6a4-4e5b-4c6f-9c1a-4871d24dc1b7,0,0,,,none,none,none,ES,Madrid,Madrid,unknown,singleFactorAuthentication,SMS,Security Key,SharePoint,1fa7cf9c-f38e-4d77-8539-03b75a23ad16,d0bf7ddb-74fc-4213-82a5-0b212b2e0b03,nonInteractiveUser,"[{""id"": ""8269521a-2ec0-4fa7-abaf-2afa54ac1cf0"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""failure""}]","[{""authenticationStepDateTime"": ""2026-01-09T00:40:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-07T06:10:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",99959f4e-a04f-4f2a-966e-6cf3dd6075eb,svc-etl,4f723f3a-9133-4c2a-b0bc-8a9a74e0456a
2025-12-21T18:14:00Z,it.admin@evilcorp.com,104.26.12.88,Graph Explorer,Exchange ActiveSync,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),6fcc8f93-d674-4615-a11f-c4a82ffd568b,31415671-41d7-4df0-9d3c-8987bac15457,50053,50053,User did not complete MFA.,MFARequired,medium,remediated,tokenIssuerAnomaly,US,Virginia,Ashburn,failure,singleFactorAuthentication,FIDO2,Push,Microsoft Graph,a4b48ff0-e4c4-419b-b88c-0e966de47de4,853bd01a-535f-4f10-a3b1-59583d1304c7,nonInteractiveUser,"[{""id"": ""ff79fdc6-9627-429a-aa78-84fdb4af92ab"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""failure""}, {""id"": ""329bdf13-89a3-4209-a7d1-a1a32e8c0b30"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-08T17:25:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",df9bf9ce-0f01-40a5-8646-9aa31f8ccd0c,svc-payroll,
2025-12-30T01:09:00Z,cfo@evilcorp.com,2.139.88.10,Microsoft Teams,Mobile Apps and Desktop clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,c89a67c5-f1ec-442e-aceb-63d906de3134,50076,50076,MFA required.,InvalidGrant,none,none,none,ES,Catalonia,Barcelona,unknown,none,SMS,Push,Office 365 Exchange Online,d6f057c9-2f94-4a51-bf92-d411fed1ba51,7e9af71a-b081-49f9-b5ff-8b58733f441c,nonInteractiveUser,"[{""id"": ""46ef140c-ba1d-4e21-97aa-ce096e8a4a23"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-08T00:20:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T13:13:00Z"", ""authenticationMethod"": ""Microsoft Authenticator"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": true}]",a9d0b5b8-17b6-4c21-bf9a-4681438c16c0,svc-backup,9ec02cac-ddfd-4c2c-be53-a7f4265fb79e
2025-12-24T06:24:00Z,alice@evilcorp.com,185.199.110.42,Exchange Online,IMAP4,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,b731d8f0-1808-49cd-9316-086307846550,0,0,,,none,none,none,US,Virginia,Ashburn,failure,none,FIDO2,OTP,Office 365 Exchange Online,c0069574-d61a-41cd-aae3-b7ee189ae25a,7f6bfb45-de7b-4dfc-8fba-1814025ef142,nonInteractiveUser,"[{""id"": ""ae514bbb-d9c1-42bd-9bd6-8934b1d27e6d"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""4797f05f-269c-4e0f-82c4-b42cc6defbc7"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""837aa3a3-1f18-47cc-8980-abe7c996bf9e"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-08T15:47:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",8fc39606-9558-4ef9-96c3-08124aa89d3d,svc-backup,
2026-01-02T05:27:00Z,it.admin@evilcorp.com,2.139.88.10,Microsoft Teams,Mobile Apps and Desktop clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,3a0a229e-0705-4109-823c-00c9efcb677a,87202071-aaa0-49a7-808b-43ed2b7541d6,0,0,,,none,none,none,NL,North Holland,Amsterdam,failure,multiFactorAuthentication,,OTP,Office 365 Exchange Online,7ae6780f-bf16-4fca-b177-a58ee2e294da,911d57d2-c391-4e60-995a-4876f822f444,nonInteractiveUser,"[{""id"": ""9da8eb75-81ae-41e9-8512-11118e7151c6"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""failure""}]","[{""authenticationStepDateTime"": ""2026-01-07T07:24:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",5bf86f1f-fd94-4a40-8712-26f14f86332d,svc-payroll,
2025-12-24T21:00:00Z,bob@evilcorp.com,2.139.88.10,Exchange Online,Other clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,dbc01038-a1aa-4faf-bf2b-d27926c90473,f11160e7-b416-4db9-b51c-7400216bdce3,50076,50076,Token issuer anomaly detected.,MFARequired,medium,atRisk,anonymousIPAddress,FR,Île-de-France,Paris,notApplied,singleFactorAuthentication,FIDO2,,Office 365 Exchange Online,8b194773-8931-47a1-ac55-8176c0d54269,18a66415-a074-4b70-b3da-8c0bc8474625,nonInteractiveUser,"[{""id"": ""fad4b2d9-6b30-4677-b786-b188bcebdd3e"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""failure""}]","[{""authenticationStepDateTime"": ""2026-01-07T22:05:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",8d0ffbf2-9251-4e4f-8f2c-411cc3cea19d,svc-payroll,f41e1384-9970-434f-aa1d-cebfb9ec15ae
2025-12-28T05:02:00Z,alice@evilcorp.com,185.199.110.42,Azure Portal,Exchange ActiveSync,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),,7e73eb77-7b29-45d4-9d27-97458c2a6c81,50076,50076,Token issuer anomaly detected.,InvalidGrant,none,none,none,ES,Catalonia,Barcelona,failure,none,Authenticator,Push,Microsoft Graph,e8ecd421-ce07-4725-84c3-d8e604ab083f,2979d8a4-68b5-4e40-b0f5-10cc57ce1adf,nonInteractiveUser,"[{""id"": ""9741fa52-fc08-4dbd-8774-11ceddca26dc"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-08T00:13:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-07T07:28:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""Security Key"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": true}]",3f783aea-dbde-4555-af8c-fc921c9d3092,svc-backup,
2025-12-11T18:24:00Z,cfo@evilcorp.com,185.199.110.42,Exchange Online,Exchange ActiveSync,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),66e21417-cc99-434d-8843-62fe192d6ed6,185ad190-0150-48f1-8f30-56d353ff9477,50074,50074,Account is locked.,StrongAuthenticationRequired,none,none,none,ES,Madrid,Madrid,unknown,none,SMS,Security Key,Microsoft Graph,3ce0980d-a6d2-4fff-88b0-6ece8e220a26,efa6e0e8-446d-4f2d-9c55-387a3771543f,nonInteractiveUser,"[{""id"": ""4cd0d939-f1cb-4ce3-a750-ffc7c620f74e"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-08T15:08:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",63da6586-2075-4edc-b56a-5469b5f04781,svc-payroll,
2025-12-11T12:09:00Z,alice@evilcorp.com,20.190.128.12,Microsoft Teams,POP3,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,8ce1898c-8cbb-4cfe-af81-c702d6423968,a07c11ab-b1cd-44d6-9dbc-be2f31a7b045,50058,50058,Account is locked.,AccountLocked,medium,atRisk,impossibleTravel,US,Virginia,Ashburn,notApplied,singleFactorAuthentication,Authenticator,,SharePoint,557d73df-6f1f-4ba2-9d1a-36716956711f,335cceb6-80f6-4065-b3d1-dee897fdcccd,nonInteractiveUser,"[{""id"": ""550b5087-b2cf-4e44-a166-5fbf715e7345"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""fef9f0e5-acdd-4cdb-b685-eb6ffb46026f"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""4fa99377-1499-42bb-a422-305dd266b6ae"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa""], ""result"": ""failure""}]","[{""authenticationStepDateTime"": ""2026-01-09T15:14:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",6c438bcc-a413-4e2d-a8c0-aa11d43b65bb,svc-backup,
2025-12-19T06:30:00Z,alice@evilcorp.com,20.190.128.12,Graph Explorer,IMAP4,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),4e09a7c8-90db-4f96-81d9-271178468beb,3da3b83a-dd7b-477a-93fd-e1453d524b91,50058,50058,Token issuer anomaly detected.,InvalidGrant,none,none,none,ES,Catalonia,Barcelona,failure,multiFactorAuthentication,Authenticator,Push,Office 365 Exchange Online,11fbb99b-a96b-4bc1-b232-2782c0ddaf02,9bed4d8f-83d6-4c04-802c-478723959dea,nonInteractiveUser,"[{""id"": ""9b1e7082-0306-4e40-b4c3-1a83d389d7db"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-10T07:07:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T13:03:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""Push"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": true}]",368d1778-68f7-4445-983a-ffc78b4715b3,svc-etl,5d9568eb-4da3-4d08-85c2-94e208bb3a25
