CreatedDateTime,UserPrincipalName,IpAddress,AppDisplayName,ClientAppUsed,UserAgent,DeviceDetail.deviceId,CorrelationId,ResultType,Status.errorCode,Status.failureReason,Status.additionalDetails,RiskLevelAggregated,RiskState,RiskDetail,Location.countryOrRegion,Location.state,Location.city,ConditionalAccessStatus,AuthenticationRequirement,MfaDetail.authMethod,MfaDetail.authDetail,ResourceDisplayName,TenantId,UserId,SignInEventTypes,AppliedConditionalAccessPolicies,AuthenticationDetails,ServicePrincipalId,ServicePrincipalName,ManagedIdentityId,AuthenticationProtocol,AuthenticationProcessingDetails
2025-12-18T09:30:00Z,it.admin@evilcorp.com,5.62.41.22,Microsoft 365 Admin Center,Exchange ActiveSync,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),80bd9330-524d-434b-b6fd-97e6fc9808f7,b41e61e8-81da-4a3f-8693-50d624c28d5b,50058,50058,Invalid username or password.,InvalidGrant,low,remediated,passwordSpray,FR,Île-de-France,Paris,failure,none,Authenticator,Push,SharePoint,c89830db-acc9-4f4c-b2aa-8fe69d2b6da3,ce3f1a1a-95fd-40df-bc8a-4b773f9f6e88,nonInteractiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-09T13:07:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-10T00:36:00Z"", ""authenticationMethod"": ""Microsoft Authenticator"", ""authenticationMethodDetail"": ""Push"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",71830e4c-8b86-4170-83cf-7399ae94ff81,svc-backup,,OAuth2.0,"[{""key"": ""TokenProtection"", ""value"": ""disabled""}]"
2025-12-25T07:13:00Z,bob@evilcorp.com,2.139.88.10,SharePoint Online,Exchange ActiveSync,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,4a3aec3e-a7b0-4139-95af-080e3ba859a4,2bacc5ad-49d9-4dc5-8af3-62ecce19bf27,50074,50074,MFA required.,InvalidGrant,none,none,none,NL,North Holland,Amsterdam,unknown,multiFactorAuthentication,,OTP,SharePoint,511d2229-7c58-4f97-b0f6-ed7e1ffd73a5,d6b3ddba-33af-438a-a1a6-805ebf42d83e,nonInteractiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-07T19:17:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-08T07:24:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""Security Key"", ""authenticationStepResultDetail"": ""User did not respond"", ""succeeded"": false}]",bd6a8834-a67c-4980-92cc-3e06983b69c0,svc-payroll,9fdccc58-2e8f-4dd6-b2f4-7606dde452d0,SAML,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2026-01-02T03:48:00Z,bob@evilcorp.com,83.45.12.34,Graph Explorer,Exchange ActiveSync,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,ecb54b4c-5c60-4ce5-916d-9512cf2ad840,9f794629-61c5-4909-93a7-3f46e3c4fe4a,0,0,,,none,none,none,NL,North Holland,Amsterdam,failure,multiFactorAuthentication,SMS,OTP,SharePoint,83e838df-c1b0-4af0-bf84-c3633afc5aee,e402b813-01a6-486b-841a-a5345f1fdd7c,nonInteractiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-07T06:31:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",9fe83489-5ba9-4a1a-9d51-885be924e93f,svc-payroll,,OAuth2.0,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2025-12-21T08:42:00Z,it.admin@evilcorp.com,2.139.88.10,Azure Portal,Exchange ActiveSync,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,89e02157-3e30-4031-a138-9c449b3eba80,20900ec5-7cd8-4ffb-b3e6-a5f253812a81,50058,50058,User did not complete MFA.,AccountLocked,none,none,none,US,Virginia,Ashburn,failure,multiFactorAuthentication,SMS,Security Key,Microsoft Graph,456f2463-773b-43bd-855e-05d97d4d5671,2dd61524-2b52-4109-8ada-da2ab8d42df1,nonInteractiveUser,"[{""id"": ""c50e2639-e631-48e7-b62e-a5b96425f4c7"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""failure""}, {""id"": ""eb83b039-4d37-4c5c-b006-a0cd72d79743"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""failure""}]","[{""authenticationStepDateTime"": ""2026-01-08T11:07:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-08T17:28:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",43db4df5-e14d-46ab-96c2-3aac9c7ff79d,svc-etl,,SAML,"[{""key"": ""TokenProtection"", ""value"": ""disabled""}]"
2025-12-23T11:39:00Z,svc.backup@evilcorp.com,104.26.12.88,Azure Portal,Mobile Apps and Desktop clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,12ee7b20-a4c6-4cd9-84f9-814a16dfc7c8,0,0,,,medium,remediated,unfamiliarFeatures,ES,Catalonia,Barcelona,unknown,none,SMS,Push,Microsoft Graph,e46f5920-24fc-4f06-bc23-dcdd97aa6b6c,573495f6-30ba-476c-9854-0dfb95f39d60,nonInteractiveUser,"[{""id"": ""30266c89-9919-421a-8d3e-972b86e74099"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-08T18:04:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T06:44:00Z"", ""authenticationMethod"": ""Microsoft Authenticator"", ""authenticationMethodDetail"": ""Security Key"", ""authenticationStepResultDetail"": ""User did not respond"", ""succeeded"": true}]",1d643121-e111-4fe6-960c-a7156e1cffd0,svc-etl,,SAML,"[{""key"": ""TokenProtection"", ""value"": ""disabled""}]"
2025-12-23T07:31:00Z,it.admin@evilcorp.com,83.45.12.34,Graph Explorer,POP3,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),2692f865-85f4-4bb3-9686-3c74fd808f86,048ce240-14d0-4148-9ceb-e97f21499035,0,0,,,none,none,none,ES,Catalonia,Barcelona,notApplied,none,Authenticator,,Office 365 Exchange Online,6f74e1d0-0df5-4814-9735-676da6fde9ef,3ab855e2-4fd3-4e7a-9ac0-ee2bdac62349,nonInteractiveUser,"[{""id"": ""c77a9a7b-3dfc-4472-b576-25ba28f1719c"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-09T20:06:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T07:39:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""Push"", ""authenticationStepResultDetail"": ""User did not respond"", ""succeeded"": true}]",cc95ebe4-5f1b-4802-a2f9-893693bf5903,svc-etl,,OAuth2.0,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2026-01-04T20:57:00Z,alice@evilcorp.com,83.45.12.34,Microsoft 365 Admin Center,POP3,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,743dc87b-6d08-49b0-ad30-a3ac55fbdfb3,50074,50074,Account is locked.,AccountLocked,none,none,none,DE,Berlin,Berlin,notApplied,none,FIDO2,Push,Office 365 Exchange Online,b831b7eb-79cb-4e25-9d80-329156dbe129,14a91dbf-619b-4095-9972-23a233f84618,nonInteractiveUser,"[{""id"": ""919990dd-637b-479d-b41c-9e62c5ae2adc"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-09T19:28:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T11:15:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": true}]",fb1841f7-3ea3-4916-829c-acb4284548ad,svc-payroll,,SAML,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2026-01-01T15:51:00Z,it.admin@evilcorp.com,83.45.12.34,Exchange Online,Mobile Apps and Desktop clients,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,38cdd1c5-c648-40d9-a22e-c967c1d771fe,0a726010-d23e-4141-a485-7b31d7ac59a6,50058,50058,Account is locked.,StrongAuthenticationRequired,none,none,none,DE,Berlin,Berlin,failure,singleFactorAuthentication,SMS,Security Key,Office 365 Exchange Online,2d2f9488-39df-4db5-859c-422f7d371571,17d567ea-5420-46cd-a361-23151992fb6d,nonInteractiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-07T21:18:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",2bc3b4a4-46e3-4c0a-a3d4-71a57e755676,svc-payroll,59d7c46a-8090-491b-9c3e-c81556422d31,OAuth2.0,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2026-01-03T18:40:00Z,alice@evilcorp.com,83.45.12.34,Microsoft 365 Admin Center,POP3,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),52d729e7-42e0-45c2-8564-89559d7a5a27,0ff1f667-54ca-4dbf-bdca-3f333083fc44,50074,50074,Invalid username or password.,AccountLocked,none,none,none,ES,Madrid,Madrid,notApplied,none,,Security Key,Office 365 Exchange Online,7bd0c746-2fc1-4bdf-a5ed-af014c340485,da3de176-8684-4093-b012-8f4097b70027,nonInteractiveUser,"[{""id"": ""84b3b7b7-ac98-41d0-882c-6e959ec346fa"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}, {""id"": ""0ef11e84-a145-4cad-925a-66fa12b07f36"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa""], ""result"": ""failure""}, {""id"": ""988add8d-4734-4db5-8e09-8d9a956547b7"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-07T02:24:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",4d474779-bc91-419a-8f39-01333b1efd60,svc-payroll,,SAML,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2025-12-28T21:51:00Z,alice@evilcorp.com,2.139.88.10,Microsoft Teams,Exchange ActiveSync,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,37301246-e57d-4cc7-af94-b7b2d456df59,0,0,,,none,none,none,NL,North Holland,Amsterdam,notApplied,singleFactorAuthentication,,Security Key,Microsoft Graph,5e9657f4-d82e-49d7-94f9-1cf7362b74f1,3f2528e3-3eb5-4a8b-9ea3-4b4d7ab86451,nonInteractiveUser,"[{""id"": ""52cfb39c-d2ae-40b7-8161-9b0a357b3a64"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""success""}, {""id"": ""40d82b1f-4ac7-4237-b331-c473b1e88ae4"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""29a70cb2-d7c9-422a-8072-7923d3a8bce3"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-09T20:18:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",a0517e46-a4ea-4147-b259-8d24d969bd53,svc-etl,c0ed4000-155f-488b-bada-21fe002623c9,SAML,"[{""key"": ""TokenProtection"", ""value"": ""disabled""}]"
2025-12-18T19:04:00Z,svc.backup@evilcorp.com,104.26.12.88,Azure Portal,Browser,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),203353fb-c88b-412a-a6f2-4f4b63948891,5e0ec0d4-f747-4b92-84b3-389afb6cf040,0,0,,,medium,remediated,passwordSpray,DE,Berlin,Berlin,unknown,multiFactorAuthentication,,OTP,Microsoft Graph,dcb96210-4382-41c4-8e77-fa6b5679b0d1,84f353ce-6927-4434-a511-c4ecacc99c4a,nonInteractiveUser,"[{""id"": ""b201c864-0e53-4087-88f7-3028f36fbcdd"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""success""}, {""id"": ""55d75df7-a111-4ea2-b4e6-25ef7ee2af09"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""failure""}]","[{""authenticationStepDateTime"": ""2026-01-08T16:56:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-07T13:14:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""Security Key"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": false}]",0ca663aa-8901-411d-8468-4cd2350ed509,svc-backup,52798723-afa9-4e5b-9357-39477ed28a02,SAML,"[{""key"": ""TokenProtection"", ""value"": ""disabled""}]"
