Id,CreationDate,UserId,ClientIP,Operation,Workload,RecordType,ResultStatus,ObjectId,AuditData,OrganizationId,UserType,EventSource
20226fc0-9294-478d-8589-1ff5cb66787c,2025-12-21T23:32:00Z,alice@evilcorp.com,83.45.12.33,Set-Mailbox,Exchange,1,Succeeded,alice@evilcorp.com,"{""CreationTime"": ""2025-12-21T23:32:00Z"", ""Operation"": ""Set-Mailbox"", ""Workload"": ""Exchange"", ""UserId"": ""alice@evilcorp.com"", ""ClientIP"": ""83.45.12.33"", ""Id"": ""20226fc0-9294-478d-8589-1ff5cb66787c"", ""OrganizationId"": ""5eba5ca0-a8cb-4ef4-8b06-50209df23dbf"", ""UserAgent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"", ""MailboxOwnerUPN"": ""alice@evilcorp.com"", ""Parameters"": [{""Name"": ""ForwardingSmtpAddress"", ""Value"": """"}]}",5eba5ca0-a8cb-4ef4-8b06-50209df23dbf,2,AzureActiveDirectory
7507abb0-c9d4-458e-bf70-68b5ccb68ded,2025-12-31T07:50:00Z,alice@evilcorp.com,104.26.12.88,FileAccessed,SharePoint,6,PartiallySucceeded,/Shared Documents/Passwords.txt,"{""CreationTime"": ""2025-12-31T07:50:00Z"", ""Operation"": ""FileAccessed"", ""Workload"": ""SharePoint"", ""UserId"": ""alice@evilcorp.com"", ""ClientIP"": ""104.26.12.88"", ""Id"": ""7507abb0-c9d4-458e-bf70-68b5ccb68ded"", ""OrganizationId"": ""e8ba0490-c9b1-43f0-9dbd-12e78c2b47eb"", ""UserAgent"": ""Outlook/16.0 (Windows; MAPI; Pro)"", ""SiteUrl"": ""https://acme.sharepoint.com/sites/HR"", ""SourceFileName"": ""Passwords.txt"", ""SourceRelativeUrl"": ""/Shared Documents/Passwords.txt""}",e8ba0490-c9b1-43f0-9dbd-12e78c2b47eb,0,Exchange
e13f1853-c873-49aa-b9b5-2e3011ac7fe0,2025-12-18T14:47:00Z,svc.backup@evilcorp.com,83.45.12.33,FileDownloaded,SharePoint,6,Failed,/Shared Documents/Passwords.txt,"{""CreationTime"": ""2025-12-18T14:47:00Z"", ""Operation"": ""FileDownloaded"", ""Workload"": ""SharePoint"", ""UserId"": ""svc.backup@evilcorp.com"", ""ClientIP"": ""83.45.12.33"", ""Id"": ""e13f1853-c873-49aa-b9b5-2e3011ac7fe0"", ""OrganizationId"": ""1cbe6661-6859-4b2f-9259-5b55530bc52f"", ""UserAgent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"", ""SiteUrl"": ""https://acme.sharepoint.com/sites/HR"", ""SourceFileName"": ""Passwords.txt"", ""SourceRelativeUrl"": ""/Shared Documents/Passwords.txt""}",1cbe6661-6859-4b2f-9259-5b55530bc52f,3,Exchange
b75feb8a-e8c4-4d22-8cc9-6142f714b9c0,2025-12-22T23:31:00Z,svc.backup@evilcorp.com,20.190.128.12,SharingSet,SharePoint,6,Failed,/Shared Documents/MFA_Reset_Procedure.docx,"{""CreationTime"": ""2025-12-22T23:31:00Z"", ""Operation"": ""SharingSet"", ""Workload"": ""SharePoint"", ""UserId"": ""svc.backup@evilcorp.com"", ""ClientIP"": ""20.190.128.12"", ""Id"": ""b75feb8a-e8c4-4d22-8cc9-6142f714b9c0"", ""OrganizationId"": ""f77d2275-ced6-4fa6-893d-a1712b71e4c4"", ""UserAgent"": ""python-requests/2.31.0"", ""SiteUrl"": ""https://acme.sharepoint.com/sites/Finance"", ""SourceFileName"": ""MFA_Reset_Procedure.docx"", ""SourceRelativeUrl"": ""/Shared Documents/MFA_Reset_Procedure.docx"", ""SharingType"": ""Direct"", ""TargetUserOrGroupName"": """"}",f77d2275-ced6-4fa6-893d-a1712b71e4c4,3,Exchange
ec6aa231-e5a0-4fea-b283-f2440aad9b18,2025-12-20T23:23:00Z,alice@evilcorp.com,185.199.110.42,UserLoggedIn,AzureActiveDirectory,15,Failed,,"{""CreationTime"": ""2025-12-20T23:23:00Z"", ""Operation"": ""UserLoggedIn"", ""Workload"": ""AzureActiveDirectory"", ""UserId"": ""alice@evilcorp.com"", ""ClientIP"": ""185.199.110.42"", ""Id"": ""ec6aa231-e5a0-4fea-b283-f2440aad9b18"", ""OrganizationId"": ""1c96ba07-8374-42e1-a632-66d1e7d54810"", ""UserAgent"": ""python-requests/2.31.0""}",1c96ba07-8374-42e1-a632-66d1e7d54810,2,Exchange
47dee9c1-0339-45d8-9b8c-f0ade8c74a3f,2025-12-12T21:05:00Z,bob@evilcorp.com,20.190.128.12,MailItemsAccessed,Exchange,1,PartiallySucceeded,,"{""CreationTime"": ""2025-12-12T21:05:00Z"", ""Operation"": ""MailItemsAccessed"", ""Workload"": ""Exchange"", ""UserId"": ""bob@evilcorp.com"", ""ClientIP"": ""20.190.128.12"", ""Id"": ""47dee9c1-0339-45d8-9b8c-f0ade8c74a3f"", ""OrganizationId"": ""1c96a171-ca96-48aa-b9a9-2b0d53134b4a"", ""UserAgent"": ""python-requests/2.31.0""}",1c96a171-ca96-48aa-b9a9-2b0d53134b4a,3,AzureActiveDirectory
7cc66b68-1b91-4c2f-bcf2-d09ce2f77c15,2025-12-22T07:46:00Z,bob@evilcorp.com,104.26.12.88,FileAccessed,SharePoint,6,PartiallySucceeded,/Shared Documents/Payroll_2025.xlsx,"{""CreationTime"": ""2025-12-22T07:46:00Z"", ""Operation"": ""FileAccessed"", ""Workload"": ""SharePoint"", ""UserId"": ""bob@evilcorp.com"", ""ClientIP"": ""104.26.12.88"", ""Id"": ""7cc66b68-1b91-4c2f-bcf2-d09ce2f77c15"", ""OrganizationId"": ""5047eeea-0364-47eb-8c99-7a5269c2a791"", ""UserAgent"": ""python-requests/2.31.0"", ""SiteUrl"": ""https://acme.sharepoint.com/sites/Finance"", ""SourceFileName"": ""Payroll_2025.xlsx"", ""SourceRelativeUrl"": ""/Shared Documents/Payroll_2025.xlsx""}",5047eeea-0364-47eb-8c99-7a5269c2a791,2,AzureActiveDirectory
7f7f162e-74fa-4479-b92a-a967d2ba847a,2026-01-04T07:24:00Z,alice@evilcorp.com,5.62.41.22,Set-Mailbox,Exchange,1,Failed,alice@evilcorp.com,"{""CreationTime"": ""2026-01-04T07:24:00Z"", ""Operation"": ""Set-Mailbox"", ""Workload"": ""Exchange"", ""UserId"": ""alice@evilcorp.com"", ""ClientIP"": ""5.62.41.22"", ""Id"": ""7f7f162e-74fa-4479-b92a-a967d2ba847a"", ""OrganizationId"": ""64a4ef69-52d1-4a4f-b3fe-3321a1086d12"", ""UserAgent"": ""Outlook/16.0 (Windows; MAPI; Pro)"", ""MailboxOwnerUPN"": ""alice@evilcorp.com"", ""Parameters"": [{""Name"": ""ForwardingSmtpAddress"", ""Value"": """"}]}",64a4ef69-52d1-4a4f-b3fe-3321a1086d12,0,Exchange
2e12ea05-ce09-4daf-82b3-5112b6102b6c,2025-12-31T14:17:00Z,bob@evilcorp.com,83.45.12.33,Send,Exchange,1,Succeeded,,"{""CreationTime"": ""2025-12-31T14:17:00Z"", ""Operation"": ""Send"", ""Workload"": ""Exchange"", ""UserId"": ""bob@evilcorp.com"", ""ClientIP"": ""83.45.12.33"", ""Id"": ""2e12ea05-ce09-4daf-82b3-5112b6102b6c"", ""OrganizationId"": ""f680d087-a35a-4e2d-95e8-85d536f63810"", ""UserAgent"": ""python-requests/2.31.0""}",f680d087-a35a-4e2d-95e8-85d536f63810,3,SharePoint
feae2edf-52d6-4a7a-81c3-69f161d22eb9,2025-12-23T05:16:00Z,bob@evilcorp.com,83.45.12.33,UserLoggedIn,AzureActiveDirectory,15,Succeeded,,"{""CreationTime"": ""2025-12-23T05:16:00Z"", ""Operation"": ""UserLoggedIn"", ""Workload"": ""AzureActiveDirectory"", ""UserId"": ""bob@evilcorp.com"", ""ClientIP"": ""83.45.12.33"", ""Id"": ""feae2edf-52d6-4a7a-81c3-69f161d22eb9"", ""OrganizationId"": ""38454b5e-8b3e-4bd1-b7e8-3db125822936"", ""UserAgent"": ""Outlook/16.0 (Windows; MAPI; Pro)""}",38454b5e-8b3e-4bd1-b7e8-3db125822936,0,AzureActiveDirectory
9f563a82-7a31-4c90-995c-dd19b5ed4a67,2025-12-18T04:37:00Z,cfo@evilcorp.com,104.26.12.88,MailItemsAccessed,Exchange,1,Failed,,"{""CreationTime"": ""2025-12-18T04:37:00Z"", ""Operation"": ""MailItemsAccessed"", ""Workload"": ""Exchange"", ""UserId"": ""cfo@evilcorp.com"", ""ClientIP"": ""104.26.12.88"", ""Id"": ""9f563a82-7a31-4c90-995c-dd19b5ed4a67"", ""OrganizationId"": ""ad00f458-0dfd-4392-9661-19ec0e8d46f0"", ""UserAgent"": ""Outlook/16.0 (Windows; MAPI; Pro)""}",ad00f458-0dfd-4392-9661-19ec0e8d46f0,3,SharePoint
908c0433-0e4e-48a9-8240-a111b322c76f,2025-12-17T23:36:00Z,alice@evilcorp.com,5.62.41.22,Send,Exchange,1,Failed,,"{""CreationTime"": ""2025-12-17T23:36:00Z"", ""Operation"": ""Send"", ""Workload"": ""Exchange"", ""UserId"": ""alice@evilcorp.com"", ""ClientIP"": ""5.62.41.22"", ""Id"": ""908c0433-0e4e-48a9-8240-a111b322c76f"", ""OrganizationId"": ""73339de9-391d-4ed7-b2da-4da3c9e48d9c"", ""UserAgent"": ""python-requests/2.31.0""}",73339de9-391d-4ed7-b2da-4da3c9e48d9c,0,AzureActiveDirectory
c7b0f6d4-67a6-4117-9ea4-e83870675c8f,2025-12-24T04:18:00Z,it.admin@evilcorp.com,83.45.12.33,Consent to application,AzureActiveDirectory,8,PartiallySucceeded,d0bd172f-1a06-4313-a852-7a22a5a24654,"{""CreationTime"": ""2025-12-24T04:18:00Z"", ""Operation"": ""Consent to application"", ""Workload"": ""AzureActiveDirectory"", ""UserId"": ""it.admin@evilcorp.com"", ""ClientIP"": ""83.45.12.33"", ""Id"": ""c7b0f6d4-67a6-4117-9ea4-e83870675c8f"", ""OrganizationId"": ""9d771354-e185-4bfe-a790-49df8da4dbd8"", ""UserAgent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"", ""AppId"": ""d0bd172f-1a06-4313-a852-7a22a5a24654"", ""AppDisplayName"": ""PayrollIntegrator"", ""Permissions"": [""Files.Read.All"", ""Sites.Read.All""]}",9d771354-e185-4bfe-a790-49df8da4dbd8,0,AzureActiveDirectory
627299d1-faf1-4d6e-bf67-f09fd12c1c46,2025-12-15T09:09:00Z,alice@evilcorp.com,83.45.12.34,Add-MailboxPermission,Exchange,1,Failed,it.admin@evilcorp.com,"{""CreationTime"": ""2025-12-15T09:09:00Z"", ""Operation"": ""Add-MailboxPermission"", ""Workload"": ""Exchange"", ""UserId"": ""alice@evilcorp.com"", ""ClientIP"": ""83.45.12.34"", ""Id"": ""627299d1-faf1-4d6e-bf67-f09fd12c1c46"", ""OrganizationId"": ""fd727ecf-26cd-455b-bc37-1584abcd5c55"", ""UserAgent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"", ""MailboxOwnerUPN"": ""it.admin@evilcorp.com"", ""TargetUserOrGroupName"": ""attacker@evil.example"", ""AccessRights"": ""ReadPermission"", ""IsInherited"": false}",fd727ecf-26cd-455b-bc37-1584abcd5c55,2,SharePoint
e57c337e-8727-4a59-a6ea-06c2afe00fde,2025-12-26T00:47:00Z,bob@evilcorp.com,83.45.12.33,New-InboxRule,Exchange,1,Failed,bob@evilcorp.com,"{""CreationTime"": ""2025-12-26T00:47:00Z"", ""Operation"": ""New-InboxRule"", ""Workload"": ""Exchange"", ""UserId"": ""bob@evilcorp.com"", ""ClientIP"": ""83.45.12.33"", ""Id"": ""e57c337e-8727-4a59-a6ea-06c2afe00fde"", ""OrganizationId"": ""13c0d257-bac2-4d20-b35f-16131ca33a5b"", ""UserAgent"": ""python-requests/2.31.0"", ""RuleName"": ""Notification"", ""MailboxOwnerUPN"": ""bob@evilcorp.com"", ""Parameters"": [{""Name"": ""MoveToFolder"", ""Value"": ""inbox""}, {""Name"": ""ForwardTo"", ""Value"": ""attacker@evil.example""}, {""Name"": ""StopProcessingRules"", ""Value"": ""True""}]}",13c0d257-bac2-4d20-b35f-16131ca33a5b,2,Exchange
9efa89fe-bbf5-4ecc-9ea2-8025f7c49af0,2025-12-18T13:47:00Z,cfo@evilcorp.com,185.199.110.42,FileAccessed,SharePoint,6,Failed,/Shared Documents/Passwords.txt,"{""CreationTime"": ""2025-12-18T13:47:00Z"", ""Operation"": ""FileAccessed"", ""Workload"": ""SharePoint"", ""UserId"": ""cfo@evilcorp.com"", ""ClientIP"": ""185.199.110.42"", ""Id"": ""9efa89fe-bbf5-4ecc-9ea2-8025f7c49af0"", ""OrganizationId"": ""9fa2c624-2bdb-40e5-930c-2ba93f35469a"", ""UserAgent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"", ""SiteUrl"": ""https://acme.sharepoint.com/sites/HR"", ""SourceFileName"": ""Passwords.txt"", ""SourceRelativeUrl"": ""/Shared Documents/Passwords.txt""}",9fa2c624-2bdb-40e5-930c-2ba93f35469a,3,AzureActiveDirectory
94759110-887f-40c7-9d87-c84d96d8c3a6,2025-12-26T13:45:00Z,it.admin@evilcorp.com,5.62.41.22,MailItemsAccessed,Exchange,1,PartiallySucceeded,,"{""CreationTime"": ""2025-12-26T13:45:00Z"", ""Operation"": ""MailItemsAccessed"", ""Workload"": ""Exchange"", ""UserId"": ""it.admin@evilcorp.com"", ""ClientIP"": ""5.62.41.22"", ""Id"": ""94759110-887f-40c7-9d87-c84d96d8c3a6"", ""OrganizationId"": ""1e822a18-bb3d-4343-a1ac-82155ea77759"", ""UserAgent"": ""Outlook/16.0 (Windows; MAPI; Pro)""}",1e822a18-bb3d-4343-a1ac-82155ea77759,3,AzureActiveDirectory
a86f68d1-7a95-4be5-91c7-f4474cbb0fbd,2025-12-28T02:12:00Z,cfo@evilcorp.com,104.26.12.88,Add-MailboxPermission,Exchange,1,Succeeded,alice@evilcorp.com,"{""CreationTime"": ""2025-12-28T02:12:00Z"", ""Operation"": ""Add-MailboxPermission"", ""Workload"": ""Exchange"", ""UserId"": ""cfo@evilcorp.com"", ""ClientIP"": ""104.26.12.88"", ""Id"": ""a86f68d1-7a95-4be5-91c7-f4474cbb0fbd"", ""OrganizationId"": ""a1321b0c-064d-46f4-beef-55000b370cad"", ""UserAgent"": ""python-requests/2.31.0"", ""MailboxOwnerUPN"": ""alice@evilcorp.com"", ""TargetUserOrGroupName"": ""it.admin@evilcorp.com"", ""AccessRights"": ""ReadPermission"", ""IsInherited"": false}",a1321b0c-064d-46f4-beef-55000b370cad,0,SharePoint
3e286cf9-cc4a-457f-adc4-697e65cce4c0,2025-12-30T00:35:00Z,svc.backup@evilcorp.com,83.45.12.33,Add service principal,AzureActiveDirectory,8,Failed,1e52376a-0393-44d4-b5da-de95eecc494b,"{""CreationTime"": ""2025-12-30T00:35:00Z"", ""Operation"": ""Add service principal"", ""Workload"": ""AzureActiveDirectory"", ""UserId"": ""svc.backup@evilcorp.com"", ""ClientIP"": ""83.45.12.33"", ""Id"": ""3e286cf9-cc4a-457f-adc4-697e65cce4c0"", ""OrganizationId"": ""65bee8bb-1297-4e83-a621-3d4d85a7222e"", ""UserAgent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"", ""AppId"": ""1e52376a-0393-44d4-b5da-de95eecc494b"", ""AppDisplayName"": ""PayrollIntegrator"", ""Permissions"": [""Directory.ReadWrite.All"", ""AppRoleAssignment.ReadWrite.All""]}",65bee8bb-1297-4e83-a621-3d4d85a7222e,2,Exchange
3769cd9e-f318-4974-b94f-d41aa549c78e,2025-12-23T01:31:00Z,it.admin@evilcorp.com,185.199.110.42,FileAccessed,SharePoint,6,Succeeded,/Shared Documents/Q4_Forecast.xlsx,"{""CreationTime"": ""2025-12-23T01:31:00Z"", ""Operation"": ""FileAccessed"", ""Workload"": ""SharePoint"", ""UserId"": ""it.admin@evilcorp.com"", ""ClientIP"": ""185.199.110.42"", ""Id"": ""3769cd9e-f318-4974-b94f-d41aa549c78e"", ""OrganizationId"": ""54631e86-610d-48a7-8cc5-c886816901da"", ""UserAgent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"", ""SiteUrl"": ""https://acme.sharepoint.com/sites/Finance"", ""SourceFileName"": ""Q4_Forecast.xlsx"", ""SourceRelativeUrl"": ""/Shared Documents/Q4_Forecast.xlsx""}",54631e86-610d-48a7-8cc5-c886816901da,2,Exchange
1711fe11-04ad-4fa8-af66-ed39762b9f33,2026-01-04T17:58:00Z,alice@evilcorp.com,2.139.88.10,Add-MailboxPermission,Exchange,1,PartiallySucceeded,svc.backup@evilcorp.com,"{""CreationTime"": ""2026-01-04T17:58:00Z"", ""Operation"": ""Add-MailboxPermission"", ""Workload"": ""Exchange"", ""UserId"": ""alice@evilcorp.com"", ""ClientIP"": ""2.139.88.10"", ""Id"": ""1711fe11-04ad-4fa8-af66-ed39762b9f33"", ""OrganizationId"": ""1886b150-ec1e-417d-803a-5d2d2c798cab"", ""UserAgent"": ""Outlook/16.0 (Windows; MAPI; Pro)"", ""MailboxOwnerUPN"": ""svc.backup@evilcorp.com"", ""TargetUserOrGroupName"": ""it.admin@evilcorp.com"", ""AccessRights"": ""FullAccess"", ""IsInherited"": false}",1886b150-ec1e-417d-803a-5d2d2c798cab,2,SharePoint
400922e4-6ca3-4848-85a4-7ddd6fe3b60d,2025-12-18T15:58:00Z,cfo@evilcorp.com,5.62.41.22,Send,Exchange,1,Failed,,"{""CreationTime"": ""2025-12-18T15:58:00Z"", ""Operation"": ""Send"", ""Workload"": ""Exchange"", ""UserId"": ""cfo@evilcorp.com"", ""ClientIP"": ""5.62.41.22"", ""Id"": ""400922e4-6ca3-4848-85a4-7ddd6fe3b60d"", ""OrganizationId"": ""4cf3658f-0b57-4402-8d13-cad55f50027f"", ""UserAgent"": ""Outlook/16.0 (Windows; MAPI; Pro)""}",4cf3658f-0b57-4402-8d13-cad55f50027f,3,AzureActiveDirectory
7929d263-3913-4994-ace0-9924aec01c49,2025-12-31T06:10:00Z,alice@evilcorp.com,83.45.12.34,UserLoggedIn,AzureActiveDirectory,15,Succeeded,,"{""CreationTime"": ""2025-12-31T06:10:00Z"", ""Operation"": ""UserLoggedIn"", ""Workload"": ""AzureActiveDirectory"", ""UserId"": ""alice@evilcorp.com"", ""ClientIP"": ""83.45.12.34"", ""Id"": ""7929d263-3913-4994-ace0-9924aec01c49"", ""OrganizationId"": ""b8ea78e3-7018-4429-a6a2-7df0334c3a15"", ""UserAgent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2""}",b8ea78e3-7018-4429-a6a2-7df0334c3a15,3,SharePoint
